iter	Passed	Remaining
1673	16455	9338
1674	16465	9329
1675	16475	9319
1676	16485	9309
1677	16495	9299
1678	16505	9290
1679	16515	9279
1680	16523	9269
1681	16533	9259
1682	16542	9249
1683	16553	9239
1684	16562	9229
1685	16571	9219
1686	16582	9210
1687	16591	9199
1688	16601	9190
1689	16610	9180
1690	16619	9169
1691	16628	9159
1692	16638	9149
1693	16645	9138
1694	16653	9127
1695	16662	9117
1696	16673	9107
1697	16682	9098
1698	16693	9088
1699	16703	9078
1700	16713	9069
1701	16722	9059
1702	16732	9049
1703	16741	9038
1704	16752	9029
1705	16762	9019
1706	16772	9010
1707	16781	9000
1708	16790	8989
1709	16800	8979
1710	16810	8970
1711	16820	8960
1712	16830	8950
1713	16840	8941
1714	16850	8931
1715	16859	8921
1716	16870	8911
1717	16879	8901
1718	16888	8891
1719	16899	8882
1720	16909	8872
1721	16919	8862
1722	16930	8853
1723	16941	8843
1724	16950	8834
1725	16960	8824
1726	16970	8814
1727	16978	8803
1728	16988	8793
1729	16997	8783
1730	17006	8773
1731	17015	8763
1732	17024	8753
1733	17035	8743
1734	17044	8733
1735	17054	8723
1736	17065	8714
1737	17075	8704
1738	17085	8695
1739	17095	8685
1740	17104	8674
1741	17116	8666
1742	17125	8656
1743	17135	8646
1744	17145	8636
1745	17155	8626
1746	17165	8616
1747	17174	8606
1748	17185	8597
1749	17195	8587
1750	17205	8578
1751	17215	8568
1752	17225	8558
1753	17235	8548
1754	17244	8538
1755	17254	8528
1756	17263	8518
1757	17273	8508
1758	17283	8499
1759	17292	8489
1760	17301	8479
1761	17311	8468
1762	17321	8459
1763	17331	8449
1764	17341	8440
1765	17352	8430
1766	17363	8421
1767	17372	8411
1768	17381	8401
1769	17390	8390
1770	17400	8380
1771	17409	8370
1772	17420	8361
1773	17430	8351
1774	17439	8341
1775	17448	8331
1776	17458	8321
1777	17467	8311
1778	17478	8301
1779	17488	8292
1780	17498	8282
1781	17507	8272
1782	17517	8262
1783	17526	8252
1784	17536	8242
1785	17545	8232
1786	17554	8222
1787	17564	8212
1788	17574	8202
1789	17583	8192
1790	17593	8182
1791	17604	8173
1792	17614	8163
1793	17623	8153
1794	17632	8143
1795	17643	8133
1796	17653	8124
1797	17663	8114
1798	17673	8104
1799	17683	8095
1800	17692	8084
1801	17702	8075
1802	17712	8065
1803	17722	8055
1804	17733	8046
1805	17743	8036
1806	17753	8027
1807	17762	8016
1808	17772	8006
1809	17782	7997
1810	17792	7987
1811	17802	7977
1812	17812	7968
1813	17821	7957
1814	17831	7948
1815	17841	7938
1816	17851	7928
1817	17861	7918
1818	17870	7908
1819	17881	7899
1820	17891	7889
1821	17902	7880
1822	17912	7870
1823	17922	7860
1824	17931	7850
1825	17941	7840
1826	17951	7830
1827	17961	7821
1828	17972	7812
1829	17982	7802
1830	17992	7792
1831	18002	7782
1832	18012	7772
1833	18022	7763
1834	18031	7752
1835	18040	7743
1836	18051	7733
1837	18060	7723
1838	18070	7713
1839	18081	7704
1840	18091	7694
1841	18100	7684
1842	18110	7674
1843	18120	7664
1844	18131	7655
1845	18141	7645
1846	18151	7635
1847	18160	7625
1848	18170	7615
1849	18180	7606
1850	18189	7596
1851	18199	7586
1852	18209	7576
1853	18219	7566
1854	18228	7556
1855	18238	7546
1856	18247	7536
1857	18257	7526
1858	18265	7516
1859	18275	7506
1860	18282	7495
1861	18293	7486
1862	18303	7476
1863	18314	7467
1864	18324	7457
1865	18334	7447
1866	18346	7438
1867	18357	7429
1868	18366	7419
1869	18372	7408
1870	18382	7398
1871	18392	7388
1872	18402	7378
1873	18411	7368
1874	18422	7359
1875	18431	7349
1876	18442	7339
1877	18453	7330
1878	18463	7320
1879	18474	7311
1880	18484	7301
1881	18493	7291
1882	18504	7281
1883	18515	7272
1884	18524	7262
1885	18533	7252
1886	18543	7242
1887	18553	7232
1888	18562	7222
1889	18573	7213
1890	18583	7203
1891	18594	7193
1892	18605	7184
1893	18614	7174
1894	18623	7164
1895	18633	7154
1896	18643	7144
1897	18653	7135
1898	18663	7125
1899	18672	7115
1900	18681	7105
1901	18691	7095
1902	18699	7084
1903	18710	7075
1904	18719	7065
1905	18728	7055
1906	18738	7045
1907	18748	7035
1908	18758	7025
1909	18767	7015
1910	18777	7005
1911	18786	6995
1912	18796	6986
1913	18805	6976
1914	18814	6965
1915	18824	6956
1916	18834	6946
1917	18843	6936
1918	18852	6926
1919	18863	6916
1920	18873	6906
1921	18882	6896
1922	18889	6885
1923	18900	6876
1924	18909	6866
1925	18918	6856
1926	18927	6846
1927	18937	6836
1928	18946	6826
1929	18956	6816
1930	18966	6806
1931	18977	6797
1932	18987	6787
1933	18997	6777
1934	19007	6767
1935	19016	6757
1936	19025	6747
1937	19035	6738
1938	19045	6728
1939	19055	6718
1940	19065	6708
1941	19075	6699
1942	19082	6688
1943	19092	6678
1944	19102	6668
1945	19114	6659
1946	19124	6649
1947	19134	6640
1948	19144	6630
1949	19155	6620
1950	19166	6611
1951	19175	6601
1952	19185	6591
1953	19194	6581
1954	19204	6571
1955	19214	6561
1956	19223	6551
1957	19232	6541
1958	19243	6532
1959	19251	6522
1960	19261	6512
1961	19271	6502
1962	19281	6492
1963	19290	6482
1964	19300	6472
1965	19311	6463
1966	19322	6453
1967	19331	6443
1968	19341	6434
1969	19352	6424
1970	19361	6414
1971	19371	6404
1972	19381	6394
1973	19391	6385
1974	19401	6375
1975	19411	6365
1976	19420	6355
1977	19429	6345
1978	19438	6335
1979	19448	6325
1980	19457	6315
1981	19466	6305
1982	19477	6295
1983	19486	6286
1984	19495	6275
1985	19504	6265
1986	19515	6256
1987	19524	6246
1988	19534	6236
1989	19543	6226
1990	19554	6216
1991	19564	6207
1992	19574	6197
1993	19581	6186
1994	19591	6176
1995	19600	6166
1996	19610	6157
1997	19619	6146
1998	19629	6137
1999	19639	6127
2000	19648	6117
2001	19659	6107
2002	19670	6098
2003	19681	6088
2004	19690	6078
2005	19699	6068
2006	19708	6058
2007	19718	6049
2008	19728	6039
2009	19737	6029
2010	19748	6019
2011	19756	6009
2012	19766	5999
2013	19777	5990
2014	19786	5980
2015	19797	5970
2016	19806	5960
2017	19817	5951
2018	19826	5941
2019	19836	5931
2020	19846	5921
2021	19855	5911
2022	19866	5901
2023	19876	5892
2024	19886	5882
2025	19897	5872
2026	19907	5863
2027	19916	5853
2028	19926	5843
2029	19936	5833
2030	19945	5823
2031	19955	5813
2032	19965	5804
2033	19975	5794
2034	19984	5784
2035	19994	5774
2036	20004	5764
2037	20014	5754
2038	20023	5744
2039	20032	5734
2040	20043	5725
2041	20052	5715
2042	20062	5705
2043	20072	5695
2044	20082	5685
2045	20092	5676
2046	20103	5666
2047	20112	5656
2048	20122	5646
2049	20132	5637
2050	20141	5626
2051	20150	5616
2052	20160	5607
2053	20169	5597
2054	20179	5587
2055	20186	5576
2056	20195	5566
2057	20206	5557
2058	20214	5547
2059	20224	5537
2060	20233	5527
2061	20245	5517
2062	20255	5508
2063	20265	5498
2064	20274	5488
2065	20283	5478
2066	20293	5468
2067	20302	5458
2068	20311	5448
2069	20321	5438
2070	20330	5428
2071	20340	5418
2072	20351	5409
2073	20361	5399
2074	20371	5389
2075	20378	5379
2076	20388	5369
2077	20397	5359
2078	20407	5349
2079	20416	5339
2080	20427	5330
2081	20437	5320
2082	20448	5310
2083	20458	5301
2084	20469	5291
2085	20478	5281
2086	20488	5271
2087	20498	5262
2088	20508	5252
2089	20518	5242
2090	20529	5232
2091	20538	5223
2092	20547	5213
2093	20558	5203
2094	20567	5193
2095	20576	5183
2096	20587	5173
2097	20596	5163
2098	20605	5153
2099	20615	5144
2100	20624	5134
2101	20634	5124
2102	20645	5114
2103	20654	5104
2104	20664	5094
2105	20674	5085
2106	20684	5075
2107	20694	5065
2108	20704	5055
2109	20713	5045
2110	20723	5036
2111	20732	5026
2112	20743	5016
2113	20753	5006
2114	20764	4997
2115	20773	4987
2116	20783	4977
2117	20793	4967
2118	20802	4957
2119	20813	4948
2120	20822	4938
2121	20831	4928
2122	20841	4918
2123	20852	4908
2124	20862	4898
2125	20872	4889
2126	20883	4879
2127	20892	4869
2128	20901	4859
2129	20912	4850
2130	20922	4840
2131	20933	4830
2132	20942	4820
2133	20951	4810
2134	20961	4801
2135	20971	4791
2136	20981	4781
2137	20990	4771
2138	21001	4761
2139	21009	4751
2140	21019	4741
2141	21028	4732
2142	21038	4722
2143	21047	4712
2144	21057	4702
2145	21067	4692
2146	21077	4682
2147	21088	4673
2148	21097	4663
2149	21107	4653
2150	21117	4643
2151	21127	4633
2152	21136	4624
2153	21146	4614
2154	21156	4604
2155	21164	4594
2156	21174	4584
2157	21183	4574
2158	21192	4564
2159	21202	4554
2160	21213	4545
2161	21223	4535
2162	21234	4525
2163	21244	4515
2164	21253	4505
2165	21264	4496
2166	21274	4486
2167	21284	4476
2168	21293	4466
2169	21304	4457
2170	21314	4447
2171	21325	4437
2172	21336	4428
2173	21346	4418
2174	21357	4408
2175	21367	4399
2176	21376	4389
2177	21386	4379
2178	21396	4369
2179	21406	4359
2180	21416	4350
2181	21426	4340
2182	21436	4330
2183	21446	4320
2184	21455	4310
2185	21466	4301
2186	21475	4291
2187	21484	4281
2188	21495	4271
2189	21503	4261
2190	21513	4251
2191	21523	4241
2192	21533	4232
2193	21543	4222
2194	21555	4212
2195	21565	4203
2196	21575	4193
2197	21584	4183
2198	21594	4173
2199	21603	4163
2200	21615	4154
2201	21624	4144
2202	21633	4134
2203	21643	4124
2204	21654	4114
2205	21663	4104
2206	21673	4094
2207	21682	4085
2208	21691	4075
2209	21701	4065
2210	21710	4055
2211	21721	4045
2212	21730	4035
2213	21739	4025
2214	21750	4016
2215	21759	4006
2216	21769	3996
2217	21778	3986
2218	21788	3976
2219	21797	3966
2220	21807	3956
2221	21817	3947
2222	21827	3937
2223	21837	3927
2224	21847	3917
2225	21858	3908
2226	21867	3898
2227	21878	3888
2228	21887	3878
2229	21897	3868
2230	21907	3859
2231	21913	3848
2232	21924	3838
2233	21934	3829
2234	21943	3819
2235	21952	3809
2236	21963	3799
2237	21972	3789
2238	21981	3779
2239	21990	3769
2240	21999	3759
2241	22008	3749
2242	22018	3740
2243	22028	3730
2244	22038	3720
2245	22048	3710
2246	22058	3700
2247	22069	3691
2248	22080	3681
2249	22090	3672
2250	22099	3662
2251	22109	3652
2252	22119	3642
2253	22129	3632
2254	22139	3622
2255	22149	3613
2256	22160	3603
2257	22168	3593
2258	22179	3583
2259	22190	3574
2260	22200	3564
2261	22211	3554
2262	22221	3544
2263	22232	3535
2264	22243	3525
2265	22252	3515
2266	22262	3505
2267	22272	3496
2268	22282	3486
2269	22292	3476
2270	22302	3466
2271	22312	3456
2272	22323	3447
2273	22332	3437
2274	22342	3427
2275	22352	3417
2276	22362	3407
2277	22371	3397
2278	22380	3388
2279	22390	3378
2280	22400	3368
2281	22409	3358
2282	22418	3348
2283	22429	3338
2284	22438	3329
2285	22449	3319
2286	22460	3309
2287	22469	3299
2288	22478	3289
2289	22489	3280
2290	22498	3270
2291	22508	3260
2292	22519	3250
2293	22528	3240
2294	22535	3230
2295	22544	3220
2296	22553	3210
2297	22563	3200
2298	22573	3191
2299	22583	3181
2300	22593	3171
2301	22603	3161
2302	22613	3151
2303	22623	3142
2304	22634	3132
2305	22644	3122
2306	22654	3112
2307	22664	3103
2308	22674	3093
2309	22685	3083
2310	22694	3073
2311	22710	3064
2312	22723	3055
2313	22734	3045
2314	22745	3035
2315	22755	3026
2316	22765	3016
2317	22776	3006
2318	22785	2996
2319	22796	2987
2320	22805	2977
2321	22815	2967
2322	22822	2957
2323	22832	2947
2324	22842	2937
2325	22852	2927
2326	22862	2917
2327	22871	2908
2328	22881	2898
2329	22891	2888
2330	22902	2878
2331	22913	2869
2332	22923	2859
2333	22932	2849
2334	22943	2839
2335	22953	2829
2336	22963	2820
2337	22974	2810
2338	22984	2800
2339	22995	2790
2340	23004	2781
2341	23014	2771
2342	23023	2761
2343	23033	2751
2344	23043	2741
2345	23053	2731
2346	23063	2722
2347	23073	2712
2348	23082	2702
2349	23092	2692
2350	23102	2682
2351	23112	2672
2352	23122	2663
2353	23132	2653
2354	23142	2643
2355	23152	2633
2356	23161	2623
2357	23171	2613
2358	23180	2604
2359	23190	2594
2360	23199	2584
2361	23208	2574
2362	23218	2564
2363	23228	2554
2364	23237	2544
2365	23247	2535
2366	23257	2525
2367	23267	2515
2368	23278	2505
2369	23288	2495
2370	23297	2486
2371	23308	2476
2372	23317	2466
2373	23324	2456
2374	23333	2446
2375	23342	2436
2376	23352	2426
2377	23363	2416
2378	23372	2407
2379	23382	2397
2380	23392	2387
2381	23403	2377
2382	23412	2367
2383	23422	2357
2384	23432	2348
2385	23442	2338
2386	23450	2328
2387	23461	2318
2388	23470	2308
2389	23479	2298
2390	23490	2289
2391	23499	2279
2392	23509	2269
2393	23519	2259
2394	23529	2249
2395	23540	2240
2396	23549	2230
2397	23559	2220
2398	23570	2210
2399	23580	2200
2400	23589	2190
2401	23600	2181
2402	23610	2171
2403	23619	2161
2404	23629	2151
2405	23637	2141
2406	23648	2131
2407	23657	2122
2408	23668	2112
2409	23677	2102
2410	23688	2092
2411	23698	2082
2412	23709	2073
2413	23718	2063
2414	23728	2053
2415	23737	2043
2416	23747	2033
2417	23758	2024
2418	23767	2014
2419	23777	2004
2420	23787	1994
2421	23798	1984
2422	23807	1974
2423	23816	1965
2424	23826	1955
2425	23835	1945
2426	23845	1935
2427	23854	1925
2428	23866	1915
2429	23876	1906
2430	23887	1896
2431	23896	1886
2432	23906	1876
2433	23916	1866
2434	23925	1857
2435	23935	1847
2436	23944	1837
2437	23954	1827
2438	23963	1817
2439	23974	1807
2440	23985	1798
2441	23994	1788
2442	24004	1778
2443	24014	1768
2444	24023	1758
2445	24035	1749
2446	24046	1739
2447	24056	1729
2448	24065	1719
2449	24076	1709
2450	24086	1700
2451	24095	1690
2452	24106	1680
2453	24115	1670
2454	24125	1660
2455	24135	1650
2456	24145	1641
2457	24155	1631
2458	24164	1621
2459	24174	1611
2460	24183	1601
2461	24193	1591
2462	24204	1582
2463	24216	1572
2464	24225	1562
2465	24233	1552
2466	24243	1542
2467	24252	1533
2468	24263	1523
2469	24272	1513
2470	24282	1503
2471	24291	1493
2472	24302	1483
2473	24312	1474
2474	24322	1464
2475	24332	1454
2476	24339	1444
2477	24350	1434
2478	24360	1424
2479	24371	1415
2480	24381	1405
2481	24389	1395
2482	24399	1385
2483	24406	1375
2484	24415	1365
2485	24426	1355
2486	24436	1346
2487	24446	1336
2488	24455	1326
2489	24466	1316
2490	24475	1306
2491	24484	1296
2492	24495	1287
2493	24505	1277
2494	24516	1267
2495	24526	1257
2496	24536	1247
2497	24546	1238
2498	24556	1228
2499	24567	1218
2500	24576	1208
2501	24586	1198
2502	24596	1189
2503	24606	1179
2504	24615	1169
2505	24622	1159
2506	24632	1149
2507	24642	1139
2508	24653	1129
2509	24662	1120
2510	24672	1110
2511	24682	1100
2512	24691	1090
2513	24699	1080
2514	24710	1070
2515	24721	1061
2516	24730	1051
2517	24740	1041
2518	24751	1031
2519	24760	1021
2520	24771	1012
2521	24780	1002
2522	24790	992
2523	24799	982
2524	24808	972
2525	24819	962
2526	24829	953
2527	24838	943
2528	24851	933
2529	24861	923
2530	24872	913
2531	24882	904
2532	24892	894
2533	24902	884
2534	24912	874
2535	24921	864
2536	24931	854
2537	24940	845
2538	24951	835
2539	24961	825
2540	24972	815
2541	24982	805
2542	24992	796
2543	25003	786
2544	25013	776
2545	25022	766
2546	25032	756
2547	25043	746
2548	25052	737
2549	25063	727
2550	25072	717
2551	25082	707
2552	25093	697
2553	25103	688
2554	25112	678
2555	25121	668
2556	25131	658
2557	25141	648
2558	25152	638
2559	25163	629
2560	25173	619
2561	25182	609
2562	25192	599
2563	25199	589
2564	25210	579
2565	25220	570
2566	25230	560
2567	25240	550
2568	25250	540
2569	25260	530
2570	25268	520
2571	25277	511
2572	25288	501
2573	25297	491
2574	25307	481
2575	25317	471
2576	25326	461
2577	25336	452
2578	25345	442
2579	25356	432
2580	25363	422
2581	25374	412
2582	25383	402
2583	25393	393
2584	25403	383
2585	25412	373
2586	25422	363
2587	25432	353
2588	25443	343
2589	25452	334
2590	25461	324
2591	25471	314
2592	25481	304
2593	25490	294
2594	25500	284
2595	25510	275
2596	25520	265
2597	25530	255
2598	25539	245
2599	25547	235
2600	25557	226
2601	25567	216
2602	25577	206
2603	25586	196
2604	25597	186
2605	25607	176
2606	25616	167
2607	25627	157
2608	25638	147
2609	25648	137
2610	25658	127
2611	25668	117
2612	25678	108
2613	25688	98
2614	25698	88
2615	25708	78
2616	25715	68
2617	25726	58
2618	25735	49
2619	25745	39
2620	25756	29
2621	25766	19
2622	25776	9
2623	25786	0
