iter	RMSE
1665	2390.898972
1666	2390.602846
1667	2390.284323
1668	2389.92046
1669	2389.683867
1670	2389.200568
1671	2388.742884
1672	2388.240395
1673	2387.948896
1674	2387.644693
1675	2387.46886
1676	2387.209686
1677	2386.832398
1678	2386.430189
1679	2385.990779
1680	2385.799407
1681	2385.277936
1682	2384.915577
1683	2384.605497
1684	2384.333798
1685	2384.098082
1686	2383.761667
1687	2383.443949
1688	2382.99738
1689	2382.657476
1690	2382.359506
1691	2382.142586
1692	2381.956623
1693	2381.952012
1694	2381.706337
1695	2381.449222
1696	2380.997879
1697	2380.782607
1698	2380.455556
1699	2379.869569
1700	2379.594465
1701	2379.272112
1702	2379.065707
1703	2378.901579
1704	2378.583072
1705	2378.192988
1706	2377.889755
1707	2377.452043
1708	2377.20063
1709	2376.814477
1710	2376.386724
1711	2375.993394
1712	2375.765017
1713	2375.483103
1714	2375.245621
1715	2375.025453
1716	2374.705938
1717	2374.449648
1718	2374.150039
1719	2373.920484
1720	2373.525208
1721	2373.212999
1722	2372.856382
1723	2372.595591
1724	2372.222034
1725	2371.649769
1726	2371.274869
1727	2371.120389
1728	2370.79089
1729	2370.352201
1730	2370.225557
1731	2369.826532
1732	2369.623225
1733	2369.234504
1734	2368.782343
1735	2368.539387
1736	2368.194106
1737	2367.843036
1738	2367.575705
1739	2367.043138
1740	2366.749676
1741	2366.312849
1742	2365.986504
1743	2365.692248
1744	2365.367904
1745	2364.994905
1746	2364.646825
1747	2364.412178
1748	2364.088082
1749	2363.826973
1750	2363.485225
1751	2363.196654
1752	2362.757634
1753	2362.551283
1754	2362.254387
1755	2361.913318
1756	2361.689658
1757	2361.344285
1758	2360.922544
1759	2360.769265
1760	2360.518589
1761	2360.299253
1762	2359.948009
1763	2359.713913
1764	2359.464217
1765	2359.137964
1766	2358.912441
1767	2358.604722
1768	2358.319391
1769	2357.986337
1770	2357.678375
1771	2357.461251
1772	2357.167084
1773	2356.709486
1774	2356.236126
1775	2355.88054
1776	2355.608592
1777	2355.39142
1778	2354.989868
1779	2354.634303
1780	2354.239371
1781	2354.13496
1782	2353.991142
1783	2353.664568
1784	2353.360359
1785	2353.197431
1786	2352.85452
1787	2352.396911
1788	2352.192679
1789	2351.971928
1790	2351.691314
1791	2351.321449
1792	2351.098864
1793	2350.767065
1794	2350.429557
1795	2350.208461
1796	2349.866462
1797	2349.559497
1798	2349.185948
1799	2348.950095
1800	2348.626882
1801	2348.293747
1802	2348.002614
1803	2347.56897
1804	2347.294248
1805	2346.93576
1806	2346.309754
1807	2346.132631
1808	2345.945397
1809	2345.54369
1810	2345.231168
1811	2344.742712
1812	2344.456331
1813	2344.208117
1814	2343.900624
1815	2343.549798
1816	2343.293879
1817	2342.942883
1818	2342.605354
1819	2342.222139
1820	2341.824763
1821	2341.535761
1822	2341.189682
1823	2340.89455
1824	2340.639023
1825	2340.346138
1826	2340.076938
1827	2339.767258
1828	2339.233883
1829	2338.82307
1830	2338.444293
1831	2338.153753
1832	2337.950979
1833	2337.572274
1834	2337.442439
1835	2337.141105
1836	2336.862438
1837	2336.610301
1838	2336.210651
1839	2335.856569
1840	2335.495222
1841	2335.002
1842	2334.781039
1843	2334.499528
1844	2334.257106
1845	2334.058669
1846	2333.777115
1847	2333.603961
1848	2333.269464
1849	2332.827324
1850	2332.590099
1851	2332.29318
1852	2331.939343
1853	2331.628878
1854	2331.292207
1855	2330.923102
1856	2330.635439
1857	2330.277655
1858	2330.055903
1859	2329.633553
1860	2329.62916
1861	2329.443763
1862	2328.949085
1863	2328.433601
1864	2328.231707
1865	2327.865552
1866	2327.596997
1867	2327.248764
1868	2327.049604
1869	2327.045541
1870	2326.801181
1871	2326.616534
1872	2326.347833
1873	2326.131125
1874	2325.892638
1875	2325.49446
1876	2325.206491
1877	2324.909915
1878	2324.521396
1879	2324.238007
1880	2323.937259
1881	2323.699576
1882	2323.384862
1883	2322.977129
1884	2322.684048
1885	2322.504009
1886	2322.120272
1887	2321.671367
1888	2321.460415
1889	2321.104825
1890	2320.866344
1891	2320.548407
1892	2320.322185
1893	2320.074813
1894	2319.728071
1895	2319.379792
1896	2319.132024
1897	2318.798989
1898	2318.5536
1899	2318.271389
1900	2317.885382
1901	2317.712412
1902	2317.704314
1903	2317.374919
1904	2317.06497
1905	2316.757087
1906	2316.411559
1907	2316.030813
1908	2315.728526
1909	2315.411348
1910	2315.125772
1911	2314.806303
1912	2314.490096
1913	2314.28875
1914	2314.120732
1915	2313.80141
1916	2313.583294
1917	2313.207502
1918	2312.9491
1919	2312.591392
1920	2312.310986
1921	2311.997791
1922	2311.993485
1923	2311.781935
1924	2311.528594
1925	2311.236938
1926	2310.944064
1927	2310.626243
1928	2310.291828
1929	2310.048334
1930	2309.826554
1931	2309.440884
1932	2309.234102
1933	2308.986152
1934	2308.648207
1935	2308.242988
1936	2308.068592
1937	2307.642234
1938	2307.406337
1939	2307.038381
1940	2306.841606
1941	2306.5545
1942	2306.551678
1943	2306.327969
1944	2305.950575
1945	2305.698295
1946	2305.398358
1947	2305.039498
1948	2304.832361
1949	2304.587075
1950	2304.273917
1951	2303.990894
1952	2303.588676
1953	2303.245167
1954	2302.896572
1955	2302.588114
1956	2302.295676
1957	2302.017148
1958	2301.858341
1959	2301.626429
1960	2301.400901
1961	2301.121233
1962	2300.679362
1963	2300.374998
1964	2299.992336
1965	2299.484909
1966	2299.015846
1967	2298.818987
1968	2298.572944
1969	2298.341152
1970	2298.099205
1971	2297.824091
1972	2297.560035
1973	2297.291795
1974	2296.996503
1975	2296.783423
1976	2296.458061
1977	2296.264446
1978	2296.057667
1979	2295.879635
1980	2295.618017
1981	2295.333213
1982	2295.076719
1983	2294.73386
1984	2294.420023
1985	2293.970546
1986	2293.595974
1987	2293.27324
1988	2293.007829
1989	2292.753005
1990	2292.390541
1991	2292.118119
1992	2291.668909
1993	2291.665346
1994	2291.382529
1995	2291.152221
1996	2290.766261
1997	2290.591883
1998	2290.322053
1999	2289.972997
2000	2289.79748
2001	2289.41526
2002	2289.128511
2003	2288.751241
2004	2288.495359
2005	2288.213513
2006	2287.765
2007	2287.363172
2008	2287.078768
2009	2286.869308
2010	2286.519307
2011	2286.30708
2012	2286.031295
2013	2285.514755
2014	2285.264268
2015	2285.006374
2016	2284.724502
2017	2284.44684
2018	2284.241618
2019	2283.934852
2020	2283.545457
2021	2283.20054
2022	2282.699482
2023	2282.304491
2024	2282.03722
2025	2281.782884
2026	2281.388275
2027	2281.126293
2028	2280.762386
2029	2280.45525
2030	2280.084995
2031	2279.753716
2032	2279.395781
2033	2279.12859
2034	2278.932146
2035	2278.730453
2036	2278.42019
2037	2278.154403
2038	2277.909839
2039	2277.66516
2040	2277.473588
2041	2277.147121
2042	2276.890012
2043	2276.674098
2044	2276.42929
2045	2276.218885
2046	2275.938199
2047	2275.715667
2048	2275.523575
2049	2275.286228
2050	2275.055808
2051	2274.826516
2052	2274.591523
2053	2274.141217
2054	2273.832498
2055	2273.828989
2056	2273.667775
2057	2273.494843
2058	2273.297271
2059	2272.999976
2060	2272.744641
2061	2272.36005
2062	2272.060534
2063	2271.725224
2064	2271.557212
2065	2271.340298
2066	2271.041427
2067	2270.859157
2068	2270.630962
2069	2270.377537
2070	2270.059128
2071	2269.829188
2072	2269.563549
2073	2269.195796
2074	2268.760187
2075	2268.757731
2076	2268.516132
2077	2268.231438
2078	2268.081696
2079	2267.845721
2080	2267.494821
2081	2267.282659
2082	2266.944257
2083	2266.795098
2084	2266.431714
2085	2266.162459
2086	2265.807041
2087	2265.553969
2088	2265.237147
2089	2264.90095
2090	2264.453172
2091	2264.162863
2092	2263.94793
2093	2263.636235
2094	2263.369485
2095	2263.157798
2096	2262.852815
2097	2262.591507
2098	2262.297396
2099	2261.941927
2100	2261.649825
2101	2261.395542
2102	2261.084399
2103	2260.817032
2104	2260.530892
2105	2260.185955
2106	2260.030304
2107	2259.790648
2108	2259.383253
2109	2259.184046
2110	2259.003582
2111	2258.789663
2112	2258.417697
2113	2258.156532
2114	2257.79192
2115	2257.649246
2116	2257.323629
2117	2256.93325
2118	2256.70986
2119	2256.41027
2120	2256.074427
2121	2255.803014
2122	2255.608735
2123	2255.395105
2124	2255.176193
2125	2254.801522
2126	2254.492083
2127	2254.007883
2128	2253.770718
2129	2253.557266
2130	2253.317361
2131	2253.053168
2132	2252.762395
2133	2252.497156
2134	2252.336276
2135	2252.069479
2136	2251.828732
2137	2251.591903
2138	2251.32907
2139	2251.091846
2140	2250.759663
2141	2250.545077
2142	2250.317905
2143	2250.065204
2144	2249.589441
2145	2249.238672
2146	2248.879558
2147	2248.451615
2148	2248.259127
2149	2247.902404
2150	2247.625492
2151	2247.284951
2152	2246.939275
2153	2246.602029
2154	2246.281732
2155	2246.266899
2156	2246.043582
2157	2245.843213
2158	2245.678008
2159	2245.48453
2160	2245.137505
2161	2244.824194
2162	2244.599868
2163	2244.249642
2164	2243.849278
2165	2243.524623
2166	2243.211417
2167	2243.088198
2168	2242.835057
2169	2242.510334
2170	2242.24865
2171	2241.948956
2172	2241.6517
2173	2241.474423
2174	2241.186127
2175	2240.948645
2176	2240.697667
2177	2240.43064
2178	2240.288587
2179	2240.080422
2180	2239.864632
2181	2239.637848
2182	2239.442427
2183	2239.129697
2184	2238.982349
2185	2238.686654
2186	2238.339026
2187	2237.978493
2188	2237.746352
2189	2237.402138
2190	2237.228879
2191	2236.836834
2192	2236.64447
2193	2236.454268
2194	2236.056806
2195	2235.746818
2196	2235.555387
2197	2235.31855
2198	2235.029311
2199	2234.684619
2200	2234.355484
2201	2234.065393
2202	2233.723557
2203	2233.53269
2204	2233.302351
2205	2233.01101
2206	2232.739372
2207	2232.565974
2208	2232.332377
2209	2232.116702
2210	2231.849088
2211	2231.594813
2212	2231.374792
2213	2231.150761
2214	2230.93414
2215	2230.796174
2216	2230.442858
2217	2230.23946
2218	2230.048103
2219	2229.860474
2220	2229.555619
2221	2229.349234
2222	2229.02102
2223	2228.634637
2224	2228.397957
2225	2228.19438
2226	2227.960921
2227	2227.65286
2228	2227.506744
2229	2227.213385
2230	2226.925146
2231	2226.922398
2232	2226.559337
2233	2226.149976
2234	2225.871258
2235	2225.722566
2236	2225.413733
2237	2225.127484
2238	2224.870825
2239	2224.675616
2240	2224.513362
2241	2224.263065
2242	2224.016299
2243	2223.641985
2244	2223.34618
2245	2223.078349
2246	2222.723087
2247	2222.495399
2248	2222.292749
2249	2222.014649
2250	2221.764268
2251	2221.337026
2252	2221.042571
2253	2220.745733
2254	2220.558387
2255	2220.325001
2256	2220.047779
2257	2219.776373
2258	2219.577854
2259	2219.314389
2260	2219.078477
2261	2218.791459
2262	2218.536333
2263	2218.181531
2264	2217.795064
2265	2217.585911
2266	2217.389143
2267	2217.149915
2268	2216.783383
2269	2216.376003
2270	2216.062567
2271	2215.846301
2272	2215.62319
2273	2215.421335
2274	2215.165924
2275	2214.890138
2276	2214.697526
2277	2214.512935
2278	2214.339003
2279	2213.928803
2280	2213.640472
2281	2213.309495
2282	2213.102603
2283	2212.606943
2284	2212.322093
2285	2212.084172
2286	2211.757205
2287	2211.511615
2288	2211.27534
2289	2211.090862
2290	2210.866621
2291	2210.620741
2292	2210.301976
2293	2209.962569
2294	2209.96077
2295	2209.775753
2296	2209.408385
2297	2209.021459
2298	2208.870439
2299	2208.679024
2300	2208.484674
2301	2208.329745
2302	2208.137791
2303	2207.797469
2304	2207.553578
2305	2207.297683
2306	2206.979229
2307	2206.689676
2308	2206.402985
2309	2206.152324
2310	2205.855454
2311	2205.53646
2312	2205.218749
2313	2205.025026
2314	2204.798472
2315	2204.551047
2316	2204.357383
2317	2204.020099
2318	2203.803478
2319	2203.548163
2320	2203.419905
2321	2203.15479
2322	2203.152237
2323	2202.856197
2324	2202.602948
2325	2202.378874
2326	2201.992072
2327	2201.688166
2328	2201.385377
2329	2201.072363
2330	2200.8812
2331	2200.515036
2332	2200.311089
2333	2200.160992
2334	2199.824741
2335	2199.621209
2336	2199.325892
2337	2199.053692
2338	2198.786533
2339	2198.433009
2340	2198.189529
2341	2197.852723
2342	2197.712255
2343	2197.530108
2344	2197.308522
2345	2196.911403
2346	2196.72321
2347	2196.411755
2348	2196.174166
2349	2195.927733
2350	2195.589186
2351	2195.264846
2352	2194.891149
2353	2194.709219
2354	2194.501393
2355	2194.225828
2356	2193.983472
2357	2193.714449
2358	2193.579947
2359	2193.450177
2360	2193.237727
2361	2193.034739
2362	2192.834222
2363	2192.540919
2364	2192.324261
2365	2192.036277
2366	2191.791993
2367	2191.577247
2368	2191.324285
2369	2191.056171
2370	2190.897848
2371	2190.665445
2372	2190.404578
2373	2190.400851
2374	2190.205285
2375	2189.918777
2376	2189.738264
2377	2189.468597
2378	2189.318125
2379	2189.080831
2380	2188.779297
2381	2188.530091
2382	2188.244417
2383	2187.921409
2384	2187.620762
2385	2187.328358
2386	2187.206562
2387	2187.069455
2388	2186.82705
2389	2186.602293
2390	2186.30395
2391	2186.067561
2392	2185.850532
2393	2185.529688
2394	2185.292445
2395	2185.024875
2396	2184.822237
2397	2184.557881
2398	2184.303979
2399	2183.987168
2400	2183.677733
2401	2183.438295
2402	2183.300695
2403	2183.077008
2404	2182.725748
2405	2182.595901
2406	2182.377014
2407	2182.218281
2408	2181.793886
2409	2181.653029
2410	2181.448484
2411	2181.193384
2412	2180.926564
2413	2180.714284
2414	2180.454983
2415	2180.214615
2416	2179.929827
2417	2179.542264
2418	2179.305616
2419	2179.185969
2420	2178.918187
2421	2178.692177
2422	2178.469675
2423	2178.2687
2424	2178.148004
2425	2177.938582
2426	2177.663797
2427	2177.521133
2428	2177.178715
2429	2176.990093
2430	2176.828161
2431	2176.51557
2432	2176.200996
2433	2176.034258
2434	2175.696509
2435	2175.491867
2436	2175.315341
2437	2175.07885
2438	2174.786825
2439	2174.445734
2440	2174.162192
2441	2173.980856
2442	2173.674035
2443	2173.38051
2444	2173.123998
2445	2172.880847
2446	2172.536131
2447	2172.393338
2448	2172.084258
2449	2171.770618
2450	2171.516297
2451	2171.27103
2452	2171.046865
2453	2170.891834
2454	2170.714391
2455	2170.472063
2456	2170.232258
2457	2170.064755
2458	2169.755146
2459	2169.61113
2460	2169.325866
2461	2169.076065
2462	2168.86671
2463	2168.555915
2464	2168.398225
2465	2168.262688
2466	2167.970997
2467	2167.709771
2468	2167.428127
2469	2167.216939
2470	2166.977402
2471	2166.752615
2472	2166.561765
2473	2166.257295
2474	2165.962774
2475	2165.71792
2476	2165.715847
2477	2165.455644
2478	2165.134998
2479	2164.87558
2480	2164.589338
2481	2164.424446
2482	2164.134953
2483	2164.133136
2484	2163.932059
2485	2163.6713
2486	2163.488204
2487	2163.324918
2488	2163.107485
2489	2162.817577
2490	2162.66297
2491	2162.347852
2492	2161.961355
2493	2161.844062
2494	2161.643838
2495	2161.482146
2496	2161.239269
2497	2160.99575
2498	2160.820555
2499	2160.571934
2500	2160.234413
2501	2159.970755
2502	2159.729169
2503	2159.5476
2504	2159.309151
2505	2159.307404
2506	2159.146612
2507	2158.823083
2508	2158.462798
2509	2158.291364
2510	2158.036727
2511	2157.824583
2512	2157.590811
2513	2157.425921
2514	2157.119111
2515	2156.941932
2516	2156.728383
2517	2156.369702
2518	2156.094752
2519	2155.917098
2520	2155.73786
2521	2155.549796
2522	2155.363493
2523	2155.081982
2524	2154.910639
2525	2154.654848
2526	2154.440756
2527	2154.251564
2528	2153.919014
2529	2153.670995
2530	2153.456136
2531	2153.236092
2532	2153.016805
2533	2152.794578
2534	2152.506496
2535	2152.318659
2536	2152.122805
2537	2151.978909
2538	2151.707483
2539	2151.538679
2540	2151.257774
2541	2151.062732
2542	2150.91008
2543	2150.75209
2544	2150.505728
2545	2150.208049
2546	2149.906157
2547	2149.671642
2548	2149.477508
2549	2149.279052
2550	2149.05671
2551	2148.855591
2552	2148.506603
2553	2148.226677
2554	2148.022582
2555	2147.871085
2556	2147.541245
2557	2147.347747
2558	2147.104215
2559	2146.833249
2560	2146.463082
2561	2146.282369
2562	2146.117118
2563	2146.115552
2564	2145.797867
2565	2145.499039
2566	2145.225504
2567	2144.936535
2568	2144.699134
2569	2144.470828
2570	2144.258302
2571	2144.054107
2572	2143.750396
2573	2143.467682
2574	2143.264828
2575	2143.018299
2576	2142.880128
2577	2142.61096
2578	2142.185986
2579	2141.920867
2580	2141.919273
2581	2141.623125
2582	2141.360566
2583	2141.16169
2584	2140.96193
2585	2140.605243
2586	2140.370143
2587	2140.163891
2588	2140.026252
2589	2139.760816
2590	2139.644728
2591	2139.471711
2592	2139.257908
2593	2139.058675
2594	2138.853547
2595	2138.555812
2596	2138.275076
2597	2138.04872
2598	2137.85515
2599	2137.697628
2600	2137.543661
2601	2137.252058
2602	2136.903616
2603	2136.687391
2604	2136.459416
2605	2136.221234
2606	2135.978171
2607	2135.736619
2608	2135.521567
2609	2135.259431
2610	2135.126238
2611	2134.861806
2612	2134.489594
2613	2134.23983
2614	2134.072856
2615	2133.725297
2616	2133.723875
2617	2133.533107
2618	2133.441246
2619	2133.196087
2620	2132.921455
2621	2132.566784
2622	2132.384943
2623	2132.115405
