iter	RMSE
447	3026.373711
448	3024.929077
449	3023.925214
450	3022.385863
451	3021.376285
452	3020.388936
453	3019.347883
454	3017.951173
455	3016.794043
456	3015.393281
457	3014.043415
458	3013.73618
459	3012.532846
460	3011.366527
461	3010.571277
462	3009.612652
463	3008.483172
464	3007.471199
465	3006.425412
466	3006.258359
467	3005.182275
468	3004.270881
469	3003.082955
470	3001.992995
471	2999.976209
472	2999.658669
473	2998.828528
474	2997.660067
475	2997.104817
476	2996.102008
477	2995.440487
478	2994.226463
479	2993.230178
480	2992.309818
481	2991.316826
482	2989.95655
483	2989.076874
484	2988.335601
485	2987.532239
486	2986.53864
487	2986.321505
488	2985.355834
489	2984.46035
490	2983.444631
491	2982.301952
492	2981.627888
493	2980.693596
494	2979.726389
495	2979.429137
496	2978.67661
497	2977.713306
498	2976.901119
499	2975.776863
500	2974.989092
501	2973.509224
502	2972.835393
503	2971.940098
504	2970.620731
505	2969.754305
506	2968.784922
507	2967.810469
508	2966.77637
509	2965.830706
510	2964.824044
511	2964.111349
512	2963.359982
513	2962.612367
514	2962.301902
515	2961.401226
516	2960.709792
517	2959.939576
518	2959.083247
519	2958.145588
520	2956.98937
521	2956.385706
522	2955.160062
523	2954.541512
524	2953.675677
525	2953.061919
526	2952.046626
527	2951.303909
528	2951.141462
529	2950.088861
530	2949.043819
531	2948.452787
532	2947.419904
533	2946.486181
534	2945.636188
535	2944.896285
536	2944.09418
537	2942.873919
538	2941.903443
539	2940.905299
540	2940.199327
541	2939.397868
542	2938.354442
543	2937.584187
544	2936.932425
545	2935.995611
546	2935.33119
547	2934.512574
548	2933.753237
549	2932.649674
550	2931.123355
551	2930.182188
552	2929.088955
553	2928.155388
554	2927.140091
555	2926.369318
556	2925.639531
557	2925.3776
558	2924.561798
559	2923.835362
560	2923.00677
561	2922.064744
562	2921.345875
563	2920.633925
564	2920.036378
565	2919.433605
566	2918.683555
567	2917.984361
568	2916.825326
569	2915.624193
570	2914.719193
571	2913.978058
572	2912.964906
573	2912.84712
574	2911.890225
575	2910.620342
576	2909.935851
577	2909.253807
578	2908.459687
579	2907.70607
580	2906.431442
581	2905.485738
582	2904.497344
583	2903.552992
584	2902.564748
585	2901.834733
586	2901.093532
587	2900.444932
588	2900.229509
589	2899.561253
590	2898.786832
591	2898.084591
592	2897.357354
593	2896.333602
594	2895.419633
595	2894.819295
596	2894.077875
597	2893.042156
598	2892.100586
599	2891.204148
600	2890.585106
601	2889.889323
602	2889.02324
603	2888.867751
604	2888.256844
605	2887.538346
606	2886.699892
607	2885.923407
608	2885.152722
609	2884.703454
610	2884.129287
611	2883.114494
612	2882.324669
613	2881.773591
614	2881.073188
615	2880.253007
616	2880.032101
617	2879.140777
618	2878.26453
619	2877.520387
620	2876.93864
621	2876.376378
622	2875.988177
623	2875.032457
624	2874.223319
625	2873.404389
626	2872.951593
627	2872.340508
628	2871.510721
629	2870.884029
630	2869.668993
631	2868.867958
632	2868.241192
633	2867.465898
634	2866.654585
635	2865.771524
636	2864.868018
637	2864.128623
638	2863.283479
639	2862.396039
640	2862.320366
641	2861.498947
642	2860.691102
643	2859.904415
644	2859.278337
645	2858.629256
646	2857.008583
647	2856.038321
648	2855.309088
649	2854.758815
650	2854.004886
651	2853.415318
652	2852.817383
653	2851.826837
654	2851.020895
655	2850.41787
656	2849.502433
657	2848.432898
658	2847.551417
659	2846.69825
660	2845.834087
661	2845.295698
662	2845.184985
663	2844.524493
664	2843.865253
665	2842.978107
666	2842.46431
667	2841.376244
668	2840.725976
669	2839.883056
670	2839.063522
671	2838.001814
672	2837.372169
673	2836.361572
674	2835.457991
675	2834.855316
676	2834.292157
677	2833.616852
678	2832.916382
679	2831.746442
680	2830.88092
681	2829.812408
682	2828.959865
683	2828.058616
684	2827.268625
685	2826.675555
686	2825.832745
687	2825.285561
688	2824.773342
689	2824.161469
690	2823.485722
691	2822.727023
692	2821.988559
693	2821.942133
694	2821.307538
695	2820.171861
696	2820.063357
697	2819.483101
698	2818.975104
699	2818.297633
700	2817.506606
701	2816.850986
702	2816.000688
703	2815.517316
704	2814.914988
705	2814.201694
706	2813.442248
707	2812.476364
708	2811.707216
709	2811.135792
710	2810.620712
711	2809.77538
712	2809.07179
713	2808.565178
714	2808.06733
715	2807.219137
716	2806.664932
717	2806.138963
718	2805.672698
719	2804.973223
720	2804.385593
721	2803.534122
722	2802.98792
723	2802.376506
724	2801.735565
725	2801.210014
726	2800.7848
727	2800.157331
728	2799.345685
729	2798.686886
730	2797.687882
731	2796.769534
732	2796.249974
733	2795.617667
734	2794.914824
735	2794.015946
736	2793.438776
737	2792.630087
738	2792.5535
739	2791.928045
740	2791.418076
741	2790.571701
742	2789.985253
743	2789.502053
744	2788.754319
745	2788.184695
746	2787.607685
747	2787.239596
748	2786.43021
749	2785.574381
750	2785.027889
751	2784.504644
752	2783.654593
753	2782.957752
754	2782.390682
755	2781.555084
756	2780.761925
757	2780.648242
758	2780.058306
759	2779.286531
760	2778.675443
761	2778.024865
762	2777.665971
763	2776.99987
764	2776.549584
765	2775.92639
766	2775.530987
767	2774.814806
768	2774.32965
769	2773.719612
770	2773.060209
771	2772.568099
772	2772.148806
773	2771.371148
774	2771.251072
775	2770.693747
776	2770.075412
777	2769.557125
778	2769.089397
779	2768.561143
780	2767.816592
781	2767.104008
782	2766.342406
783	2765.695408
784	2765.048711
785	2764.393295
786	2763.896497
787	2763.160898
788	2762.656327
789	2762.181198
790	2761.655925
791	2761.113392
792	2760.621467
793	2760.212919
794	2759.540937
795	2759.026474
796	2758.510382
797	2757.890857
798	2757.820282
799	2757.32881
800	2756.869188
801	2756.148242
802	2755.523489
803	2754.807767
804	2754.387881
805	2753.817015
806	2753.355062
807	2752.799128
808	2752.040192
809	2751.420548
810	2750.975092
811	2750.188284
812	2749.784844
813	2749.0738
814	2748.506541
815	2747.908908
816	2747.324805
817	2747.281848
818	2746.848445
819	2746.18949
820	2745.306821
821	2744.845744
822	2744.237478
823	2743.752441
824	2743.170368
825	2742.634723
826	2742.077574
827	2741.723885
828	2741.320292
829	2740.741989
830	2740.266339
831	2739.729433
832	2739.123615
833	2738.554534
834	2737.978264
835	2737.25717
836	2736.733502
837	2735.954419
838	2735.31682
839	2734.665097
840	2734.084288
841	2733.475225
842	2732.653623
843	2731.95464
844	2731.576891
845	2731.196792
846	2730.643605
847	2730.365576
848	2729.698306
849	2729.569241
850	2728.980699
851	2728.551046
852	2727.791173
853	2727.330814
854	2726.596787
855	2726.145562
856	2725.413479
857	2724.771278
858	2724.185803
859	2723.449004
860	2723.084591
861	2722.256931
862	2721.753035
863	2721.124616
864	2720.755776
865	2720.082584
866	2719.631675
867	2719.151878
868	2718.386775
869	2717.727576
870	2717.053878
871	2716.536505
872	2716.066883
873	2715.585657
874	2715.185652
875	2714.841521
876	2714.227044
877	2713.606167
878	2713.064545
879	2712.394151
880	2711.866863
881	2711.379627
882	2710.696992
883	2709.918946
884	2709.183133
885	2708.541179
886	2708.086403
887	2707.519432
888	2707.111296
889	2706.557898
890	2706.539544
891	2705.82605
892	2705.396476
893	2705.129885
894	2704.648981
895	2704.144414
896	2703.587777
897	2702.766311
898	2702.197016
899	2701.559857
900	2701.139453
901	2700.308683
902	2699.6748
903	2699.621211
904	2699.149809
905	2698.538815
906	2698.01375
907	2697.463754
908	2696.799487
909	2696.493148
910	2695.987377
911	2695.46821
912	2694.632796
913	2693.753654
914	2693.033006
915	2692.492757
916	2691.860373
917	2691.556049
918	2691.092434
919	2690.647658
920	2690.101374
921	2690.071124
922	2689.441642
923	2688.911705
924	2688.203779
925	2687.541979
926	2686.910866
927	2686.43672
928	2685.91811
929	2685.391374
930	2684.878749
931	2684.326665
932	2683.513731
933	2682.935096
934	2682.456672
935	2681.971868
936	2681.538964
937	2681.094964
938	2680.667903
939	2680.263754
940	2679.643282
941	2679.225666
942	2678.835293
943	2678.28489
944	2677.95976
945	2677.673152
946	2677.119784
947	2676.57085
948	2676.053257
949	2675.672227
950	2675.242299
951	2674.541314
952	2674.067157
953	2673.498239
954	2672.918877
955	2672.348958
956	2672.321432
957	2671.79131
958	2671.41476
959	2670.846832
960	2670.276293
961	2669.788689
962	2669.248762
963	2668.643578
964	2668.347707
965	2667.774064
966	2667.43032
967	2666.95094
968	2666.56711
969	2666.048316
970	2665.735449
971	2665.141654
972	2664.628411
973	2664.283238
974	2663.727641
975	2663.268842
976	2662.648273
977	2662.063249
978	2661.524837
979	2661.165057
980	2660.619544
981	2660.044386
982	2659.452579
983	2659.060581
984	2658.681483
985	2658.43624
986	2657.795256
987	2657.053828
988	2656.39821
989	2655.756621
990	2655.156273
991	2654.534075
992	2654.148516
993	2653.867986
994	2653.843379
995	2653.479724
996	2653.028577
997	2652.464691
998	2652.099266
999	2651.365075
1000	2650.70547
1001	2650.162426
1002	2649.813494
1003	2649.238545
1004	2648.940161
1005	2648.917841
1006	2648.441196
1007	2648.060192
1008	2647.480913
1009	2647.163822
1010	2646.694142
1011	2646.083398
1012	2645.483325
1013	2644.960744
1014	2644.69724
1015	2644.094209
1016	2643.627001
1017	2643.290487
1018	2642.668492
1019	2642.117996
1020	2641.661422
1021	2640.918724
1022	2640.331458
1023	2639.608267
1024	2638.97809
1025	2638.472747
1026	2638.031983
1027	2637.49142
1028	2637.016299
1029	2636.994003
1030	2636.5325
1031	2636.080338
1032	2635.706929
1033	2635.054235
1034	2634.528096
1035	2634.039506
1036	2633.681147
1037	2633.360067
1038	2632.837645
1039	2632.44432
1040	2632.079246
1041	2631.619099
1042	2630.909291
1043	2630.347997
1044	2630.295324
1045	2629.646042
1046	2629.193789
1047	2628.660794
1048	2627.894288
1049	2627.471666
1050	2626.959331
1051	2626.502393
1052	2625.98816
1053	2625.586158
1054	2625.090834
1055	2624.502437
1056	2624.071542
1057	2623.618924
1058	2623.18934
1059	2622.326631
1060	2621.94299
1061	2621.47662
1062	2621.128088
1063	2620.749903
1064	2620.365642
1065	2619.923123
1066	2619.524817
1067	2619.057699
1068	2618.510361
1069	2617.802069
1070	2617.293386
1071	2616.754386
1072	2616.158637
1073	2615.813275
1074	2615.444245
1075	2614.96427
1076	2614.396613
1077	2613.817781
1078	2613.513089
1079	2613.018535
1080	2612.526389
1081	2612.505219
1082	2611.996365
1083	2611.79751
1084	2611.379127
1085	2611.033606
1086	2610.441292
1087	2610.079398
1088	2609.725352
1089	2609.309184
1090	2608.946073
1091	2608.37454
1092	2607.840546
1093	2607.230633
1094	2606.918929
1095	2606.433626
1096	2605.608422
1097	2605.128754
1098	2604.548986
1099	2604.088358
1100	2603.551487
1101	2603.250156
1102	2602.781412
1103	2602.21995
1104	2601.848818
1105	2601.216
1106	2600.719521
1107	2600.257269
1108	2599.629147
1109	2599.083859
1110	2598.820847
1111	2598.249385
1112	2598.2364
1113	2597.852821
1114	2597.449803
1115	2596.870667
1116	2596.238877
1117	2595.704759
1118	2595.269189
1119	2594.820905
1120	2594.281559
1121	2593.858411
1122	2593.24065
1123	2592.658088
1124	2592.287384
1125	2591.740249
1126	2591.459508
1127	2591.434834
1128	2590.942184
1129	2590.366826
1130	2590.003288
1131	2589.431277
1132	2588.811146
1133	2588.320841
1134	2587.821495
1135	2587.806706
1136	2587.336544
1137	2586.834758
1138	2586.291867
1139	2585.866055
1140	2585.365433
1141	2584.611114
1142	2584.280629
1143	2583.758993
1144	2583.735302
1145	2583.46213
1146	2582.904639
1147	2582.479423
1148	2582.067786
1149	2581.418283
1150	2581.164772
1151	2580.701687
1152	2580.212845
1153	2579.898898
1154	2579.393105
1155	2578.742193
1156	2578.684198
1157	2578.127554
1158	2577.758824
1159	2577.274549
1160	2576.81413
1161	2576.463408
1162	2576.005748
1163	2575.695069
1164	2575.275789
1165	2574.787536
1166	2574.384727
1167	2574.119313
1168	2573.445599
1169	2572.888092
1170	2572.341785
1171	2571.968093
1172	2571.417636
1173	2570.818186
1174	2570.472467
1175	2570.028416
1176	2569.673543
1177	2569.213724
1178	2568.8637
1179	2568.85094
1180	2568.241871
1181	2567.595603
1182	2567.098121
1183	2566.618348
1184	2566.274739
1185	2565.756264
1186	2565.123784
1187	2564.851405
1188	2564.576644
1189	2564.092168
1190	2563.584969
1191	2563.324785
1192	2563.034522
1193	2562.991395
1194	2562.36055
1195	2562.056674
1196	2561.563717
1197	2561.005846
1198	2560.732034
1199	2560.414639
1200	2559.878214
1201	2559.432615
1202	2558.977796
1203	2558.6495
1204	2558.311204
1205	2557.965755
1206	2557.405695
1207	2556.957567
1208	2556.640409
1209	2556.22346
1210	2555.780935
1211	2555.360177
1212	2555.043827
1213	2554.698645
1214	2554.108665
1215	2553.526645
1216	2553.153777
1217	2552.779299
1218	2552.415574
1219	2551.899372
1220	2551.526735
1221	2551.179944
1222	2550.646376
1223	2550.271921
1224	2549.995124
1225	2549.601581
1226	2549.226195
1227	2548.972449
1228	2548.469439
1229	2548.196482
1230	2547.690997
1231	2547.133535
1232	2546.766406
1233	2546.33634
1234	2546.061078
1235	2545.74377
1236	2545.343559
1237	2544.728135
1238	2544.241677
1239	2543.898229
1240	2543.426263
1241	2542.987453
1242	2542.609595
1243	2541.837061
1244	2541.422123
1245	2541.024956
1246	2540.587388
1247	2540.085304
1248	2539.58145
1249	2539.294062
1250	2539.260591
1251	2538.954152
1252	2538.380868
1253	2538.162555
1254	2537.664586
1255	2537.224313
1256	2536.845768
1257	2536.4007
1258	2536.007124
1259	2535.80867
1260	2535.318616
1261	2535.009057
1262	2534.647396
1263	2534.173417
1264	2533.932746
1265	2533.600051
1266	2533.215756
1267	2532.902475
1268	2532.86293
1269	2532.583505
1270	2531.918477
1271	2531.487323
1272	2531.192176
1273	2530.630358
1274	2530.092178
1275	2529.576916
1276	2529.309807
1277	2529.030326
1278	2528.579625
1279	2527.936557
1280	2527.273062
1281	2526.810971
1282	2526.298399
1283	2525.842917
1284	2525.15078
1285	2524.757623
1286	2524.39165
1287	2524.072741
1288	2524.056644
1289	2523.611299
1290	2523.345818
1291	2523.065837
1292	2522.598038
1293	2522.190411
1294	2521.801941
1295	2521.311175
1296	2520.85322
1297	2520.298794
1298	2519.983738
1299	2519.618363
1300	2519.034555
1301	2518.522581
1302	2518.062047
1303	2517.619012
1304	2517.114028
1305	2516.880963
1306	2516.465497
1307	2516.194342
1308	2515.469027
1309	2515.122894
1310	2514.745641
1311	2514.407477
1312	2513.962009
1313	2513.541172
1314	2513.14868
1315	2512.686289
1316	2512.192567
1317	2512.153831
1318	2511.885436
1319	2511.635126
1320	2511.242711
1321	2511.011726
1322	2510.575099
1323	2510.292706
1324	2509.881663
1325	2509.478859
1326	2509.11293
1327	2508.738629
1328	2508.400065
1329	2508.161097
1330	2507.821308
1331	2507.271201
1332	2506.957729
1333	2506.64835
1334	2506.32483
1335	2506.007331
1336	2505.771191
1337	2505.346079
1338	2504.903112
1339	2504.468525
1340	2503.967234
1341	2503.708184
1342	2503.34923
1343	2502.717346
1344	2502.468303
1345	2501.979636
1346	2501.452527
1347	2501.072154
1348	2501.054107
1349	2500.627229
1350	2500.450871
1351	2499.848218
1352	2499.446581
1353	2499.14583
1354	2498.774046
1355	2498.724258
1356	2498.326554
1357	2497.878773
1358	2497.456862
1359	2496.90339
1360	2496.676728
1361	2496.404288
1362	2496.109995
1363	2495.686376
1364	2495.320165
1365	2494.907118
1366	2494.548103
1367	2493.949797
1368	2493.664819
1369	2493.205104
1370	2492.78955
1371	2492.455281
1372	2491.985688
1373	2491.544797
1374	2491.077653
1375	2490.694348
1376	2490.385439
1377	2490.039339
1378	2489.715187
1379	2489.187269
1380	2488.867801
1381	2488.369468
1382	2488.013086
1383	2487.584058
1384	2487.133048
1385	2486.799205
1386	2486.458599
1387	2486.274744
1388	2485.863184
1389	2485.615525
1390	2485.603027
1391	2485.388346
1392	2485.014878
1393	2484.620593
1394	2484.244454
1395	2483.677093
1396	2483.33555
1397	2483.010819
1398	2482.685423
1399	2482.361702
1400	2481.967121
1401	2481.63179
1402	2481.26953
1403	2480.888774
1404	2480.54064
1405	2480.157182
1406	2479.875478
1407	2479.500836
1408	2479.116116
1409	2478.682241
1410	2478.247115
1411	2477.895804
1412	2477.592116
1413	2477.208851
1414	2476.869758
1415	2476.322131
1416	2475.956514
1417	2475.685256
1418	2475.678081
1419	2475.058901
1420	2474.653936
1421	2474.337042
1422	2473.966727
1423	2473.638851
1424	2473.399063
1425	2473.015236
1426	2472.615929
1427	2472.355433
1428	2471.945987
1429	2471.556921
1430	2471.32016
1431	2471.102493
1432	2470.735307
1433	2470.506453
1434	2470.182324
1435	2469.646686
1436	2469.220006
1437	2468.818264
1438	2468.81367
1439	2468.561117
1440	2468.085792
1441	2467.754743
1442	2467.364374
1443	2467.148731
1444	2466.900296
1445	2466.573793
1446	2466.282553
1447	2466.03812
1448	2465.660885
1449	2465.301771
1450	2465.03633
1451	2464.503796
1452	2464.203644
1453	2463.772632
1454	2463.247412
1455	2462.674533
1456	2462.209005
1457	2461.772711
1458	2461.358412
1459	2460.949354
1460	2460.449634
1461	2460.133884
1462	2459.834618
1463	2459.657835
1464	2459.227811
1465	2458.903461
1466	2458.411152
1467	2458.039593
1468	2457.788241
1469	2457.420077
1470	2457.134137
1471	2456.810899
1472	2456.416088
1473	2456.04328
1474	2455.670821
1475	2455.29998
1476	2455.044093
1477	2454.823444
1478	2454.299368
1479	2453.661784
1480	2453.420005
1481	2452.96562
1482	2452.718278
1483	2452.378484
1484	2452.104444
1485	2451.751448
1486	2451.443708
1487	2451.218321
1488	2450.694714
1489	2450.26285
1490	2449.860305
1491	2449.551289
1492	2449.192011
1493	2448.822745
1494	2448.363492
1495	2448.089998
1496	2447.551231
1497	2447.225138
1498	2446.906044
1499	2446.456347
1500	2446.224754
1501	2446.019808
1502	2445.972621
1503	2445.639314
1504	2445.196214
1505	2444.864543
1506	2444.46332
1507	2444.080974
1508	2443.813049
1509	2443.650095
1510	2443.195689
1511	2442.888892
1512	2442.582422
1513	2442.289069
1514	2441.924701
1515	2441.580489
1516	2441.01979
1517	2440.55537
1518	2440.161628
1519	2439.665307
1520	2439.23854
1521	2438.85294
1522	2438.5171
1523	2438.17628
1524	2437.932809
1525	2437.561418
1526	2437.538702
1527	2437.082708
1528	2436.528132
1529	2436.154709
1530	2435.771945
1531	2435.195447
1532	2434.888554
1533	2434.581019
1534	2434.224631
1535	2433.785528
1536	2433.280603
1537	2432.934232
1538	2432.424726
1539	2431.965908
1540	2431.499403
1541	2431.13878
1542	2430.884715
1543	2430.570033
1544	2430.081621
1545	2429.672169
1546	2429.389839
1547	2428.971254
1548	2428.772486
1549	2428.460113
1550	2428.108969
1551	2427.680308
1552	2427.322541
1553	2427.03073
1554	2426.555326
1555	2426.192468
1556	2425.769288
1557	2425.53912
1558	2424.9703
1559	2424.68542
1560	2424.459079
1561	2424.113677
1562	2424.108096
1563	2423.759873
1564	2423.715687
1565	2423.255784
1566	2423.075221
1567	2422.803011
1568	2422.466415
1569	2422.262193
1570	2421.951402
1571	2421.638656
1572	2421.236014
1573	2420.897081
1574	2420.551378
1575	2420.171202
1576	2419.938507
1577	2419.668397
1578	2419.288829
1579	2418.905378
1580	2418.551445
1581	2418.130219
1582	2418.124942
1583	2417.708398
1584	2417.16903
1585	2416.860864
1586	2416.550743
1587	2416.279367
1588	2416.080871
1589	2415.658833
1590	2415.439565
1591	2415.046147
1592	2414.815868
1593	2414.561034
1594	2414.138419
1595	2413.675948
1596	2413.29336
1597	2412.918964
1598	2412.711458
1599	2412.294238
1600	2411.821489
1601	2411.528671
1602	2411.235558
1603	2410.988102
1604	2410.631765
1605	2410.165121
1606	2409.721296
1607	2409.488043
1608	2409.077317
1609	2408.722425
1610	2408.303588
1611	2407.800781
1612	2407.430263
1613	2407.269949
1614	2406.929968
1615	2406.913403
1616	2406.529933
1617	2406.353322
1618	2405.919251
1619	2405.680372
1620	2405.44053
1621	2405.090615
1622	2404.918467
1623	2404.57507
1624	2404.200199
1625	2403.825357
1626	2403.468311
1627	2403.464681
1628	2403.187016
1629	2402.976025
1630	2402.674185
1631	2402.383315
1632	2402.084152
1633	2401.807645
1634	2401.556627
1635	2401.21018
1636	2400.775495
1637	2400.372168
1638	2400.084139
1639	2399.696733
1640	2399.314926
1641	2398.931522
1642	2398.533899
1643	2398.176572
1644	2397.806454
1645	2397.608266
1646	2397.17668
1647	2396.917122
1648	2396.540565
1649	2396.30941
1650	2396.060403
1651	2395.770058
1652	2395.443174
1653	2395.124586
1654	2394.811113
1655	2394.328852
1656	2394.061895
1657	2393.573431
1658	2393.263766
1659	2392.786138
1660	2392.317096
1661	2391.958898
1662	2391.686362
1663	2391.363145
1664	2391.139505
